product_id,product_name,category_id,supplier_id,price,cost,weight_kg,dimensions_cm,description,sku,barcode,status,created_date,is_featured
904,Notebook Pro 505,14,95,11.54,7.51,20.3,176x14x108,High-quality notebook pro 505 perfect for everyday use.,SKU777623,346779125577,active,2024-11-28,False
905,Sofa Sofa 948,26,55,1352.36,772.76,28.02,96x190x162,High-quality sofa sofa 948 perfect for everyday use.,SKU193351,906983885671,active,2025-09-28,False
906,Board Game Board Game 977,7,14,38.79,14.26,28.34,107x66x178,High-quality board game board game 977 perfect for everyday use.,SKU563225,324605127447,active,2024-02-20,False
907,Coffee Maker Coffee Maker 363,27,37,142.26,94.86,27.86,94x87x195,High-quality coffee maker coffee maker 363 perfect for everyday use.,SKU399889,496918363873,active,2024-07-10,False
908,Dog Food Standard 159,12,7,40.54,15.68,42.62,9x174x42,High-quality dog food standard 159 perfect for everyday use.,SKU872067,517488103699,active,2023-11-11,False
909,Cat Toy Cat Toy 499,12,93,14.85,7.19,9.38,191x57x77,High-quality cat toy cat toy 499 perfect for everyday use.,SKU629522,393999176791,active,2024-02-29,False
910,Tablet Tablet 105,1,5,678.17,360.86,15.19,137x115x106,High-quality tablet tablet 105 perfect for everyday use.,SKU854972,903030835843,active,2025-09-05,False
911,Jeans Jeans 411,2,99,113.92,54.56,28.59,181x55x175,High-quality jeans jeans 411 perfect for everyday use.,SKU591812,493050058192,active,2024-01-09,False
912,Jacket Jacket 541,2,79,215.14,132.26,30.01,131x29x111,High-quality jacket jacket 541 perfect for everyday use.,SKU406850,880701203035,active,2023-11-26,False
913,Dog Food Basic 869,12,35,39.63,15.8,48.07,81x70x131,High-quality dog food basic 869 perfect for everyday use.,SKU931284,856830824652,active,2025-02-01,False
914,Paint Set Paint Set 905,15,17,74.05,43.29,28.67,173x89x104,High-quality paint set paint set 905 perfect for everyday use.,SKU557958,198729985665,active,2024-03-11,False
915,Bed Frame Bed Frame 553,26,97,254.34,130.09,11.9,118x75x67,High-quality bed frame bed frame 553 perfect for everyday use.,SKU954891,487681026701,active,2025-08-15,False
916,Dumbbells Dumbbells 615,46,42,32.84,11.92,12.06,135x151x170,High-quality dumbbells dumbbells 615 perfect for everyday use.,SKU720434,842293606501,active,2024-08-25,False
917,Toothbrush Plus 405,9,33,12.29,4.83,29.78,50x33x52,High-quality toothbrush plus 405 perfect for everyday use.,SKU960092,852057891527,active,2024-09-29,False
918,Sneakers Pro 314,2,80,106.22,45.05,21.42,81x155x20,High-quality sneakers pro 314 perfect for everyday use.,SKU322232,544430070671,active,2025-01-06,False
919,Blender Blender 696,27,11,53.48,31.91,9.39,34x91x16,High-quality blender blender 696 perfect for everyday use.,SKU891212,899885001488,active,2024-02-18,False
920,Dumbbells Dumbbells 664,46,92,85.21,49.77,3.6,149x168x16,High-quality dumbbells dumbbells 664 perfect for everyday use.,SKU144465,234444063838,discontinued,2024-11-11,False
921,Sneakers Ultra 965,2,85,136.13,79.75,5.11,62x136x85,High-quality sneakers ultra 965 perfect for everyday use.,SKU430986,103217824564,active,2025-09-02,False
922,Board Game Pro 208,7,9,59.66,39.0,14.79,95x124x29,High-quality board game pro 208 perfect for everyday use.,SKU668304,715790001753,active,2025-08-03,False
923,Dog Food Dog Food 722,12,25,42.73,22.7,31.31,190x100x14,High-quality dog food dog food 722 perfect for everyday use.,SKU473546,230292312325,discontinued,2024-02-17,True
924,Notebook Notebook 690,14,65,11.18,5.31,33.05,24x128x6,High-quality notebook notebook 690 perfect for everyday use.,SKU662317,804423891790,active,2024-11-14,False
925,Smart Watch Smart Watch 869,1,72,442.45,302.33,47.72,98x9x130,High-quality smart watch smart watch 869 perfect for everyday use.,SKU836094,757565562602,discontinued,2024-07-23,True
926,Shampoo Ultra 176,6,46,20.96,8.63,6.82,149x72x15,High-quality shampoo ultra 176 perfect for everyday use.,SKU798063,624901685927,active,2023-11-06,True
927,Sofa Sofa 669,26,58,1023.13,370.17,0.44,107x32x22,High-quality sofa sofa 669 perfect for everyday use.,SKU824047,965068750328,active,2025-05-17,False
928,Dog Food Dog Food 497,12,10,43.68,27.61,24.57,28x48x33,High-quality dog food dog food 497 perfect for everyday use.,SKU223605,574827392020,active,2025-08-10,False
929,Tablet Tablet 783,1,91,637.92,411.71,11.58,178x162x160,High-quality tablet tablet 783 perfect for everyday use.,SKU332418,165264893076,active,2025-03-26,False
930,Shampoo Shampoo 238,6,29,9.01,5.54,14.3,174x92x158,High-quality shampoo shampoo 238 perfect for everyday use.,SKU551385,823938090198,active,2023-10-25,False
931,Toothbrush Toothbrush 696,9,74,11.45,6.34,43.02,17x78x96,High-quality toothbrush toothbrush 696 perfect for everyday use.,SKU132339,277570182660,active,2025-06-29,True
932,Paint Set Paint Set 911,15,52,48.22,24.47,38.82,181x147x8,High-quality paint set paint set 911 perfect for everyday use.,SKU365470,921434437378,active,2024-08-08,False
933,Bed Frame Bed Frame 611,26,100,744.22,299.67,11.88,113x149x88,High-quality bed frame bed frame 611 perfect for everyday use.,SKU376417,719679983626,active,2024-10-03,True
934,Dumbbells Dumbbells 931,4,65,89.48,38.74,41.4,182x121x72,High-quality dumbbells dumbbells 931 perfect for everyday use.,SKU457019,574157409133,active,2024-01-29,False
935,Cat Toy Cat Toy 141,12,36,12.31,4.39,7.24,163x173x9,High-quality cat toy cat toy 141 perfect for everyday use.,SKU404460,493506183700,active,2024-06-20,False
936,Dog Food Dog Food 283,12,98,32.65,12.28,14.45,108x197x104,High-quality dog food dog food 283 perfect for everyday use.,SKU734199,987342692418,active,2024-10-10,False
937,Headphones Headphones 392,1,81,173.84,88.62,23.52,80x177x187,High-quality headphones headphones 392 perfect for everyday use.,SKU493556,670758792389,active,2024-11-05,False
938,Laptop Laptop 802,1,58,1071.19,582.19,4.33,199x104x104,High-quality laptop laptop 802 perfect for everyday use.,SKU243765,893575644264,out_of_stock,2024-03-24,False
939,Laptop Laptop 634,1,52,889.23,554.14,29.77,166x177x110,High-quality laptop laptop 634 perfect for everyday use.,SKU606584,150038374381,discontinued,2025-05-24,False
940,Dumbbells Dumbbells 863,45,6,64.38,36.92,44.85,132x38x57,High-quality dumbbells dumbbells 863 perfect for everyday use.,SKU190950,452820901790,active,2025-04-30,False
941,Jeans Deluxe 951,2,96,42.71,21.71,41.9,84x158x104,High-quality jeans deluxe 951 perfect for everyday use.,SKU165555,299512467394,active,2025-06-10,False
942,Smartphone Smartphone 108,1,30,863.34,572.63,38.4,53x189x35,High-quality smartphone smartphone 108 perfect for everyday use.,SKU640053,509190962176,active,2024-08-01,True
943,Toothbrush Ultra 348,9,92,4.79,2.83,30.27,42x153x74,High-quality toothbrush ultra 348 perfect for everyday use.,SKU370682,919862466984,active,2025-02-09,False
944,Jacket Pro 926,2,63,233.57,156.61,13.34,55x179x167,High-quality jacket pro 926 perfect for everyday use.,SKU588192,750609005168,active,2024-03-20,False
945,Book Book 198,5,68,28.56,13.45,4.73,130x164x149,High-quality book book 198 perfect for everyday use.,SKU814558,919914416373,active,2024-04-17,True
946,Headphones Headphones 923,1,40,220.27,99.81,20.48,123x137x162,High-quality headphones headphones 923 perfect for everyday use.,SKU891486,580201106029,active,2025-02-18,False
947,Yoga Mat Yoga Mat 389,50,17,67.7,43.9,38.39,81x133x138,High-quality yoga mat yoga mat 389 perfect for everyday use.,SKU659086,315365577742,active,2024-05-11,False
948,Smart Watch Smart Watch 865,1,26,214.99,119.48,3.47,124x139x178,High-quality smart watch smart watch 865 perfect for everyday use.,SKU684160,305115728371,active,2024-03-11,True
949,Smartphone Basic 335,1,66,798.62,408.02,8.03,72x117x106,High-quality smartphone basic 335 perfect for everyday use.,SKU595782,518480774902,out_of_stock,2024-09-06,False
950,Bed Frame Bed Frame 607,26,65,379.54,221.16,36.18,38x19x165,High-quality bed frame bed frame 607 perfect for everyday use.,SKU595596,328979334975,active,2025-07-17,False
951,Jeans Jeans 718,2,97,55.17,24.75,19.87,29x173x172,High-quality jeans jeans 718 perfect for everyday use.,SKU136140,882953357852,active,2025-07-06,False
952,Jacket Max 115,2,37,216.9,72.15,29.58,157x102x83,High-quality jacket max 115 perfect for everyday use.,SKU469651,609846236004,active,2024-11-13,False
953,Jeans Standard 199,2,47,104.86,60.13,40.95,75x153x120,High-quality jeans standard 199 perfect for everyday use.,SKU272624,575118822487,active,2024-01-07,False
954,Tablet Tablet 864,1,29,323.61,179.04,30.03,132x98x194,High-quality tablet tablet 864 perfect for everyday use.,SKU845998,871130187149,active,2024-09-29,False
955,Baby Diaper Baby Diaper 851,13,61,28.27,14.21,2.78,186x38x34,High-quality baby diaper baby diaper 851 perfect for everyday use.,SKU484152,750999736056,active,2025-04-24,False
956,Jacket Jacket 324,2,37,167.54,83.17,2.35,58x59x35,High-quality jacket jacket 324 perfect for everyday use.,SKU267958,302582350788,active,2025-02-06,False
957,Board Game Board Game 549,7,88,20.55,9.87,15.68,193x139x60,High-quality board game board game 549 perfect for everyday use.,SKU936297,711587635520,active,2024-06-11,False
958,Sofa Standard 118,26,98,831.77,377.62,0.72,177x120x101,High-quality sofa standard 118 perfect for everyday use.,SKU851879,276691732471,active,2024-03-15,False
959,Headphones Headphones 760,1,28,184.69,64.34,25.22,142x47x128,High-quality headphones headphones 760 perfect for everyday use.,SKU682585,386861450668,discontinued,2024-07-05,False
960,Jacket Jacket 302,2,93,224.58,148.79,32.23,115x150x47,High-quality jacket jacket 302 perfect for everyday use.,SKU794427,141920986027,active,2024-08-13,False
961,Dumbbells Dumbbells 656,4,24,54.66,21.46,32.71,72x57x92,High-quality dumbbells dumbbells 656 perfect for everyday use.,SKU646361,902348735274,active,2024-12-19,False
962,Bed Frame Premium 980,26,20,679.0,299.16,9.15,12x104x196,High-quality bed frame premium 980 perfect for everyday use.,SKU346456,711894037264,out_of_stock,2023-10-31,True
963,Paint Set Paint Set 827,15,49,64.92,25.33,47.49,29x26x181,High-quality paint set paint set 827 perfect for everyday use.,SKU530723,472487959669,active,2024-02-13,False
964,Yoga Mat Yoga Mat 364,46,64,34.18,18.77,9.95,31x58x200,High-quality yoga mat yoga mat 364 perfect for everyday use.,SKU994616,312214820191,active,2023-10-24,False
965,Shampoo Deluxe 572,6,63,15.27,7.59,10.56,148x113x23,High-quality shampoo deluxe 572 perfect for everyday use.,SKU318752,953983161402,active,2024-11-16,True
966,Jacket Jacket 325,2,4,211.65,147.81,32.65,81x50x115,High-quality jacket jacket 325 perfect for everyday use.,SKU924833,311012934259,out_of_stock,2025-03-07,False
967,Laptop Laptop 217,1,13,1054.32,327.92,11.27,32x90x83,High-quality laptop laptop 217 perfect for everyday use.,SKU651225,104153308001,active,2024-11-17,False
968,Notebook Notebook 357,14,10,12.49,4.53,29.29,8x27x5,High-quality notebook notebook 357 perfect for everyday use.,SKU861394,204770487468,active,2024-08-31,False
969,Jacket Jacket 118,2,85,133.02,73.37,47.79,92x128x62,High-quality jacket jacket 118 perfect for everyday use.,SKU656076,516726766287,active,2024-06-20,False
970,Shampoo Shampoo 336,6,5,14.58,5.43,19.78,16x51x199,High-quality shampoo shampoo 336 perfect for everyday use.,SKU303079,299535887991,active,2024-07-13,False
971,Cat Toy Deluxe 681,12,35,13.49,9.34,31.06,125x31x175,High-quality cat toy deluxe 681 perfect for everyday use.,SKU985260,811903376961,discontinued,2024-09-21,False
972,Cat Toy Cat Toy 260,12,1,16.52,8.19,34.1,83x178x163,High-quality cat toy cat toy 260 perfect for everyday use.,SKU200532,845033136854,active,2024-05-05,False
973,T-Shirt Deluxe 620,2,89,26.91,13.55,32.08,145x112x198,High-quality t-shirt deluxe 620 perfect for everyday use.,SKU165888,678773419052,active,2024-10-12,False
974,Sofa Sofa 612,26,76,1067.75,733.85,10.71,183x54x110,High-quality sofa sofa 612 perfect for everyday use.,SKU387107,157965669871,active,2025-04-09,False
975,Smart Watch Smart Watch 604,1,98,380.25,248.69,29.77,72x193x90,High-quality smart watch smart watch 604 perfect for everyday use.,SKU643416,819168435927,discontinued,2024-08-28,False
976,Jacket Jacket 862,2,81,93.31,41.19,12.01,118x69x86,High-quality jacket jacket 862 perfect for everyday use.,SKU779240,886133972870,active,2023-12-15,False
977,Laptop Standard 273,1,93,1220.36,368.82,41.6,139x161x106,High-quality laptop standard 273 perfect for everyday use.,SKU430113,352881210308,active,2023-12-11,False
978,Board Game Basic 386,7,99,42.16,28.53,26.3,100x63x141,High-quality board game basic 386 perfect for everyday use.,SKU326400,899717420081,out_of_stock,2024-03-31,False
979,Dumbbells Max 353,45,95,58.5,26.44,34.86,75x12x126,High-quality dumbbells max 353 perfect for everyday use.,SKU332166,329602930360,active,2025-08-03,False
980,Jacket Jacket 839,2,91,229.58,88.93,1.56,31x16x193,High-quality jacket jacket 839 perfect for everyday use.,SKU248008,496887668463,active,2024-04-18,False
981,Bed Frame Bed Frame 542,26,51,323.59,212.39,32.42,73x182x105,High-quality bed frame bed frame 542 perfect for everyday use.,SKU552862,141856891488,active,2025-01-18,False
982,Smart Watch Standard 370,1,7,189.01,101.66,37.92,77x22x18,High-quality smart watch standard 370 perfect for everyday use.,SKU193100,293364359596,active,2023-12-25,False
983,Smartphone Smartphone 212,1,15,913.86,492.14,48.84,72x156x123,High-quality smartphone smartphone 212 perfect for everyday use.,SKU598887,798214714875,active,2024-06-05,False
984,Jeans Jeans 122,2,28,74.17,30.07,22.41,172x100x74,High-quality jeans jeans 122 perfect for everyday use.,SKU840100,623756145027,discontinued,2024-04-06,False
985,Board Game Board Game 452,7,88,46.75,28.4,1.68,199x124x12,High-quality board game board game 452 perfect for everyday use.,SKU861475,617663205582,active,2024-10-21,False
986,Sofa Sofa 751,26,88,1769.21,1025.86,47.08,158x51x66,High-quality sofa sofa 751 perfect for everyday use.,SKU853694,723708370670,discontinued,2025-06-08,False
987,Sofa Premium 788,26,27,653.68,388.66,12.5,110x133x119,High-quality sofa premium 788 perfect for everyday use.,SKU109417,657029012789,discontinued,2025-09-17,False
988,Tablet Tablet 871,1,16,442.68,246.34,40.95,73x15x131,High-quality tablet tablet 871 perfect for everyday use.,SKU137552,602363503749,discontinued,2024-04-06,False
989,Bed Frame Bed Frame 848,26,2,361.34,248.46,25.93,94x123x59,High-quality bed frame bed frame 848 perfect for everyday use.,SKU553886,822965674126,active,2024-12-11,False
990,Laptop Laptop 735,1,8,890.51,332.94,9.54,120x146x134,High-quality laptop laptop 735 perfect for everyday use.,SKU356752,829250488707,active,2024-08-25,False
991,Jacket Jacket 184,2,42,152.76,91.3,25.18,73x71x73,High-quality jacket jacket 184 perfect for everyday use.,SKU143669,716546102519,active,2023-11-24,False
992,Board Game Ultra 740,7,48,21.35,11.75,42.25,92x44x113,High-quality board game ultra 740 perfect for everyday use.,SKU749397,957382822903,active,2025-08-04,False
993,Yoga Mat Pro 233,45,80,58.39,31.49,9.87,10x158x47,High-quality yoga mat pro 233 perfect for everyday use.,SKU357831,542228416348,active,2024-10-02,False
994,Laptop Max 922,1,8,1047.25,651.43,34.16,58x46x11,High-quality laptop max 922 perfect for everyday use.,SKU223181,791381002744,active,2024-01-14,False
995,Tablet Premium 231,1,69,320.29,181.19,2.05,182x103x137,High-quality tablet premium 231 perfect for everyday use.,SKU232451,430950708609,active,2024-04-05,False
996,Baby Diaper Baby Diaper 157,13,68,37.74,16.55,22.47,137x96x118,High-quality baby diaper baby diaper 157 perfect for everyday use.,SKU893234,636117379747,active,2024-01-23,False
997,Jeans Basic 753,2,14,94.39,37.25,4.32,45x129x42,High-quality jeans basic 753 perfect for everyday use.,SKU811449,938325191417,active,2024-04-19,False
998,Coffee Maker Coffee Maker 700,27,65,103.26,70.49,43.55,98x170x124,High-quality coffee maker coffee maker 700 perfect for everyday use.,SKU818862,952202268555,active,2024-04-06,False
999,Cat Toy Cat Toy 446,12,66,13.88,5.52,21.22,191x163x89,High-quality cat toy cat toy 446 perfect for everyday use.,SKU986011,389065607249,active,2024-05-03,False
1000,Headphones Premium 624,1,15,188.6,100.73,42.28,193x12x135,High-quality headphones premium 624 perfect for everyday use.,SKU699899,817844643082,discontinued,2025-01-10,False
1001,Baby Diaper Basic 127,13,77,26.09,16.7,17.4,95x158x183,High-quality baby diaper basic 127 perfect for everyday use.,SKU938780,504630286608,discontinued,2024-10-23,False
1002,Tablet Tablet 828,1,57,280.46,101.25,15.07,120x165x132,High-quality tablet tablet 828 perfect for everyday use.,SKU617115,509188017103,active,2024-02-18,False
1003,Yoga Mat Yoga Mat 220,46,19,31.94,16.15,36.86,68x128x157,High-quality yoga mat yoga mat 220 perfect for everyday use.,SKU592764,141299095370,discontinued,2025-09-11,False
1004,Baby Diaper Baby Diaper 472,13,40,30.0,12.41,36.89,123x72x189,High-quality baby diaper baby diaper 472 perfect for everyday use.,SKU986520,219797854074,active,2024-07-09,False
1005,Jeans Jeans 774,2,43,107.64,37.35,11.13,12x48x120,High-quality jeans jeans 774 perfect for everyday use.,SKU551858,389681591877,active,2023-12-29,False
1006,Laptop Laptop 901,1,20,908.41,554.42,34.01,106x97x55,High-quality laptop laptop 901 perfect for everyday use.,SKU944386,998863755668,active,2024-09-17,False
1007,Baby Diaper Standard 752,13,37,35.48,11.44,16.89,66x79x95,High-quality baby diaper standard 752 perfect for everyday use.,SKU472922,503000129464,out_of_stock,2024-07-10,False
1008,Headphones Headphones 779,1,85,103.67,46.57,48.53,200x111x111,High-quality headphones headphones 779 perfect for everyday use.,SKU633698,714412116344,active,2024-01-10,False
1009,Laptop Laptop 861,1,54,1206.37,376.37,2.64,56x25x126,High-quality laptop laptop 861 perfect for everyday use.,SKU193107,848740055157,active,2024-06-03,False
1010,Paint Set Standard 697,15,50,37.73,17.22,38.94,162x179x67,High-quality paint set standard 697 perfect for everyday use.,SKU171897,850194334016,discontinued,2024-07-25,True
1011,Shampoo Shampoo 125,6,48,24.65,7.72,27.64,157x25x28,High-quality shampoo shampoo 125 perfect for everyday use.,SKU213274,289857351025,active,2025-08-15,False
1012,Book Plus 802,5,28,23.56,9.3,21.73,132x155x15,High-quality book plus 802 perfect for everyday use.,SKU293924,103906904381,discontinued,2023-11-17,False
1013,Sneakers Sneakers 770,2,69,199.2,64.76,26.46,77x120x138,High-quality sneakers sneakers 770 perfect for everyday use.,SKU204165,932161469445,active,2024-08-02,False
1014,Coffee Maker Premium 963,27,70,170.66,101.66,25.67,28x52x80,High-quality coffee maker premium 963 perfect for everyday use.,SKU295399,945004140246,active,2024-08-10,False
1015,Sofa Deluxe 414,26,60,912.22,284.61,9.79,180x200x47,High-quality sofa deluxe 414 perfect for everyday use.,SKU898622,759255595789,active,2024-07-11,False
1016,Blender Blender 799,27,39,116.24,56.93,28.37,84x104x139,High-quality blender blender 799 perfect for everyday use.,SKU567522,197340071104,active,2024-11-19,False
1017,Jacket Jacket 322,2,91,247.07,130.36,4.68,88x89x116,High-quality jacket jacket 322 perfect for everyday use.,SKU522969,818595068780,active,2025-05-04,False
1018,Jacket Jacket 741,2,98,144.41,89.18,27.82,149x101x73,High-quality jacket jacket 741 perfect for everyday use.,SKU902865,748347434753,active,2024-08-27,False
1019,Cat Toy Cat Toy 224,12,18,14.92,7.69,39.55,67x175x171,High-quality cat toy cat toy 224 perfect for everyday use.,SKU760754,248801727988,active,2024-12-30,False
1020,Sofa Pro 331,26,91,1201.57,471.21,13.57,104x177x187,High-quality sofa pro 331 perfect for everyday use.,SKU167446,663515826641,active,2024-08-01,False
1021,Book Book 350,5,43,11.03,4.48,19.31,88x177x120,High-quality book book 350 perfect for everyday use.,SKU794778,814679957367,active,2023-11-16,False
1022,Yoga Mat Yoga Mat 675,50,46,62.24,20.02,42.5,38x106x168,High-quality yoga mat yoga mat 675 perfect for everyday use.,SKU884975,815021763898,active,2024-07-21,False
1023,Jacket Deluxe 329,2,53,108.15,34.02,48.11,95x54x69,High-quality jacket deluxe 329 perfect for everyday use.,SKU938479,294360991768,active,2025-08-16,True
1024,Smart Watch Smart Watch 622,1,92,300.95,120.39,18.5,17x68x88,High-quality smart watch smart watch 622 perfect for everyday use.,SKU186845,734072774352,active,2025-06-26,False
1025,Desk Chair Desk Chair 773,26,48,106.51,46.45,11.85,86x145x86,High-quality desk chair desk chair 773 perfect for everyday use.,SKU152074,196823264763,active,2023-12-28,False
1026,Jeans Jeans 826,2,61,85.01,55.02,20.6,57x52x130,High-quality jeans jeans 826 perfect for everyday use.,SKU804242,862747725414,discontinued,2025-08-11,False
1027,Smart Watch Max 101,1,96,290.77,194.25,30.82,24x193x130,High-quality smart watch max 101 perfect for everyday use.,SKU145317,499595855849,active,2025-04-27,False
1028,Tablet Tablet 958,1,38,592.59,375.34,38.35,97x163x158,High-quality tablet tablet 958 perfect for everyday use.,SKU121946,620261008665,active,2025-09-09,False
1029,Yoga Mat Max 921,50,65,40.95,17.47,2.33,6x165x128,High-quality yoga mat max 921 perfect for everyday use.,SKU602409,893460900023,active,2024-09-18,False
1030,Smartphone Ultra 243,1,59,397.86,206.85,40.2,56x122x33,High-quality smartphone ultra 243 perfect for everyday use.,SKU396239,593914120239,active,2025-01-27,False
1031,Smart Watch Max 724,1,12,194.19,80.16,21.31,94x106x16,High-quality smart watch max 724 perfect for everyday use.,SKU284060,319995370692,active,2024-08-13,True
1032,Coffee Maker Coffee Maker 122,27,59,112.78,40.4,16.98,112x121x40,High-quality coffee maker coffee maker 122 perfect for everyday use.,SKU156768,364889755044,active,2024-08-10,False
1033,Sofa Basic 215,26,46,511.57,335.44,42.29,180x116x145,High-quality sofa basic 215 perfect for everyday use.,SKU611105,568330403502,discontinued,2024-02-14,True
1034,Blender Blender 282,27,50,49.16,25.02,34.44,56x51x66,High-quality blender blender 282 perfect for everyday use.,SKU482704,975311921723,active,2025-03-20,False
1035,Sneakers Basic 379,2,90,134.16,79.64,4.19,112x89x126,High-quality sneakers basic 379 perfect for everyday use.,SKU957420,737555086279,active,2024-11-29,False
1036,Headphones Premium 280,1,96,148.99,60.49,16.78,180x89x194,High-quality headphones premium 280 perfect for everyday use.,SKU215730,128233126686,active,2025-05-05,False
1037,Book Book 768,5,40,28.12,12.07,1.74,85x30x17,High-quality book book 768 perfect for everyday use.,SKU736267,307109153746,active,2024-12-11,False
1038,Yoga Mat Deluxe 307,45,62,67.02,20.28,18.48,82x54x124,High-quality yoga mat deluxe 307 perfect for everyday use.,SKU834587,159573388108,active,2025-09-26,False
1039,Bed Frame Premium 338,26,82,470.5,225.65,4.89,123x7x196,High-quality bed frame premium 338 perfect for everyday use.,SKU382648,166317886231,active,2025-06-07,False
1040,Board Game Board Game 796,7,28,53.39,20.8,31.42,149x195x125,High-quality board game board game 796 perfect for everyday use.,SKU197029,806303423896,discontinued,2024-03-25,False
1041,Desk Chair Desk Chair 719,26,78,233.33,73.43,47.6,65x181x149,High-quality desk chair desk chair 719 perfect for everyday use.,SKU350588,937649733503,active,2023-10-11,True
1042,Smartphone Smartphone 945,1,78,830.7,506.54,9.54,188x171x23,High-quality smartphone smartphone 945 perfect for everyday use.,SKU611837,334457359886,active,2024-09-09,False
1043,Sofa Sofa 830,26,6,1724.93,1016.11,35.24,166x80x95,High-quality sofa sofa 830 perfect for everyday use.,SKU968257,468250714181,active,2024-02-22,False
1044,Yoga Mat Standard 972,50,48,76.73,34.75,13.12,51x8x125,High-quality yoga mat standard 972 perfect for everyday use.,SKU664117,812452337101,active,2024-11-04,False
1045,Dog Food Dog Food 694,12,4,46.47,16.92,48.91,166x173x103,High-quality dog food dog food 694 perfect for everyday use.,SKU925896,172840312353,active,2025-05-27,False
1046,Desk Chair Desk Chair 127,26,29,396.96,259.79,0.26,171x22x155,High-quality desk chair desk chair 127 perfect for everyday use.,SKU391858,730691538868,active,2025-09-25,False
1047,Tablet Plus 239,1,22,499.76,231.13,17.3,176x175x181,High-quality tablet plus 239 perfect for everyday use.,SKU649330,613084662549,active,2024-05-14,False
1048,Smartphone Standard 237,1,13,927.89,466.37,16.86,170x172x193,High-quality smartphone standard 237 perfect for everyday use.,SKU729038,541989760538,active,2024-11-19,False
1049,Sofa Basic 708,26,73,1043.03,603.02,49.53,47x43x14,High-quality sofa basic 708 perfect for everyday use.,SKU471301,997069721656,active,2025-05-28,False
1050,Yoga Mat Standard 916,50,86,40.53,20.76,17.65,17x131x96,High-quality yoga mat standard 916 perfect for everyday use.,SKU210981,612923959920,active,2024-12-30,False
1051,Notebook Notebook 293,14,17,10.45,3.64,24.55,132x72x135,High-quality notebook notebook 293 perfect for everyday use.,SKU571098,646672684366,active,2024-06-24,False
1052,Yoga Mat Yoga Mat 414,46,50,36.89,14.54,29.55,197x36x50,High-quality yoga mat yoga mat 414 perfect for everyday use.,SKU467701,946729589492,active,2025-08-23,False
1053,Toothbrush Deluxe 360,9,20,8.11,4.31,24.6,152x27x150,High-quality toothbrush deluxe 360 perfect for everyday use.,SKU540641,744082591712,active,2024-02-17,False
1054,Yoga Mat Yoga Mat 317,45,72,59.49,23.68,10.92,87x169x105,High-quality yoga mat yoga mat 317 perfect for everyday use.,SKU656132,663210248573,active,2024-05-28,False
1055,Sneakers Sneakers 282,2,18,119.29,43.98,13.91,145x130x69,High-quality sneakers sneakers 282 perfect for everyday use.,SKU603373,235309426287,active,2025-06-04,False
1056,T-Shirt T-Shirt 780,2,48,35.62,14.82,11.61,47x37x40,High-quality t-shirt t-shirt 780 perfect for everyday use.,SKU707135,191143622585,active,2024-07-04,False
1057,Desk Chair Desk Chair 108,26,36,337.96,178.13,40.57,117x100x199,High-quality desk chair desk chair 108 perfect for everyday use.,SKU775461,162914281179,active,2024-11-09,False
1058,Sofa Sofa 899,26,39,1767.55,586.03,45.74,176x82x59,High-quality sofa sofa 899 perfect for everyday use.,SKU416470,450644304220,active,2025-03-01,False
1059,Desk Chair Basic 606,26,19,205.52,132.11,23.03,17x163x74,High-quality desk chair basic 606 perfect for everyday use.,SKU640613,903307659600,discontinued,2025-03-20,False
1060,Baby Diaper Baby Diaper 460,13,79,39.8,14.91,10.05,30x109x142,High-quality baby diaper baby diaper 460 perfect for everyday use.,SKU495908,605908456407,active,2025-09-24,False
1061,Bed Frame Bed Frame 509,26,100,543.58,222.28,32.2,74x73x32,High-quality bed frame bed frame 509 perfect for everyday use.,SKU163379,889354212574,discontinued,2025-07-21,True
1062,Smart Watch Smart Watch 707,1,45,315.88,173.38,29.27,34x5x32,High-quality smart watch smart watch 707 perfect for everyday use.,SKU992129,978426345773,active,2025-07-18,False
1063,Dog Food Dog Food 737,12,20,45.66,17.61,43.15,155x67x99,High-quality dog food dog food 737 perfect for everyday use.,SKU570074,329011777317,active,2024-04-05,False
1064,Desk Chair Basic 833,26,39,249.85,160.41,19.84,169x28x110,High-quality desk chair basic 833 perfect for everyday use.,SKU400199,855393648943,active,2025-04-16,False
1065,Book Book 390,5,23,18.32,6.69,41.54,92x186x69,High-quality book book 390 perfect for everyday use.,SKU931569,784572201014,out_of_stock,2023-10-03,False
1066,Smart Watch Smart Watch 104,1,97,321.57,207.1,33.35,63x75x103,High-quality smart watch smart watch 104 perfect for everyday use.,SKU501630,168346113720,active,2023-12-29,False
1067,Jacket Jacket 838,2,32,192.54,89.89,26.32,24x18x118,High-quality jacket jacket 838 perfect for everyday use.,SKU706171,954677930373,discontinued,2024-09-27,False
1068,Jeans Premium 747,2,23,101.0,33.75,8.61,79x167x32,High-quality jeans premium 747 perfect for everyday use.,SKU611290,539538165118,active,2025-07-22,False
1069,Smartphone Smartphone 780,1,43,1047.0,535.55,9.67,177x55x116,High-quality smartphone smartphone 780 perfect for everyday use.,SKU511110,904703597073,active,2025-09-16,False
1070,Board Game Board Game 541,7,71,47.87,31.2,32.38,30x175x100,High-quality board game board game 541 perfect for everyday use.,SKU862343,703328847784,active,2025-04-07,False
